la,lo,XJAVHRR_av,Vegetation,Variance_c,Slope,SD,Road_densi,Relative_E,Particle_s,Elevation,Distance_f,Curve_numb,Agricultur,level
37.800635,78.924309,0.0143369,0.275956,0.611135,0.0013769,0.143293,0.0296861,0.0040436,1,0.170799,0.202734,0.646154,0.0058629,0
37.8312,82.203775,0.0071685,0.283632,0.611314,0.0036497,0.110119,0.0149816,0.0332815,1,0.175566,0.346089,0.646154,0.006017,0
37.869909,81.007057,0.0107527,0.270373,0.611175,0.0068754,0.1087,0.0082835,0.0027994,1,0.164005,0.24395,0.646154,0.0045557,0
37.850711,89.716068,0.0286738,0.289292,0.611203,0.0466814,0.125843,0.0214008,0.0432348,0.436975,0.489511,0.0237892,0.646154,0.0003041,0
37.929741,79.969175,0.0107527,0.28084,0.611148,0.0037747,0.126584,0.008558,0.0065319,0.862875,0.16615,0.160857,0.815385,0.0113021,0
38.000783,81.133147,0.0107527,0.273319,0.611165,0.0047796,0.108838,0.0082835,0.0034215,1,0.163766,0.208557,0.646154,0.0045557,0
38.098219,79.622026,0.0107527,0.283864,0.61114,0.0043429,0.132842,0.008558,0.0040436,0.862875,0.165197,0.365604,0.815385,0.0113021,0
38.092016,80.483067,0.0107527,0.279212,0.611148,0.004234,0.119832,0.008558,0.0034215,0.182757,0.162813,0.0276257,0.815385,0.0113021,0
38.166347,81.635196,0.0071685,0.308366,0.611142,0.0027359,0.109611,0.0149816,0.0031104,1,0.162098,0.169418,0.8,0.006017,0
38.164228,82.688858,0.0071685,0.27394,0.611139,0.0029133,0.0949688,0.0134895,0.0031104,0.862875,0.162694,0.303674,0.815385,0.0006075,0
38.143043,83.635913,0.0071685,0.302551,0.611159,0.0037438,0.0690385,0.0134895,0.0012442,1,0.162574,0.0242462,0.646154,0.0006075,0
38.187133,79.002065,0.0143369,0.281461,0.611157,0.0088912,0.143423,0.0296861,0.0099533,1,0.166269,0.412908,0.646154,0.0058629,0
38.21514,79.645689,0.0107527,0.274172,0.611137,0.0005776,0.133253,0.008558,0.0012442,0.862875,0.16329,0.411985,0.646154,0.0113021,0
38.277162,82.687339,0.0071685,0.278127,0.611168,0.0039196,0.0914895,0.0134895,0.007154,1,0.162217,0.353942,0.646154,0.0006075,0
38.277391,83.46163,0.0071685,0.261301,0.611196,0.0085028,0.0633871,0.0129525,0.0068429,1,0.161263,0.164963,0.646154,0.0009376,0
38.411043,83.03368,0.0071685,0.275568,0.611203,0.0094941,0.0733381,0.0134895,0.0090202,1,0.161383,0.275014,0.646154,0.0006075,0
38.422996,80.801735,0.0071685,0.262387,0.611138,0.0015097,0.119665,0.008558,0.0009331,0.862875,0.158403,0.0144746,0.815385,0.0113021,0
38.447606,81.137919,0.0071685,0.271769,0.611167,0.0043483,0.111897,0.0166896,0.007465,1,0.158522,0.114023,0.646154,0.0168894,0
38.42531,83.948824,0.0071685,0.276809,0.611169,0.0208948,0.056022,0.0129525,0.0024883,1,0.156615,0.284529,0.646154,0.0009376,0
38.475997,81.033493,0.0071685,0.263472,0.611143,0.0013922,0.112792,0.0166896,0.0021773,1,0.155662,0.0364542,0.646154,0.0168894,0
38.592832,79.91007,0.0107527,0.272622,0.611137,0.0019616,0.124688,0.008558,0.000311,1,0.160906,0.44038,0.646154,0.0113021,0
38.619553,82.046984,0.0071685,0.28433,0.611147,0.0017857,0.107113,0.0149816,0.0018662,0.297565,0.154112,0.54721,0.815385,0.006017,0
38.68094,82.425434,0.0071685,0.275801,0.611158,0.0033528,0.099641,0.0149816,0.0037325,1,0.153159,0.626778,0.646154,0.006017,0
38.781221,85.134346,0.0107527,0.27014,0.611177,0.0048041,0.097567,0.0129525,0.0065319,1,0.151371,0.312233,0.646154,0.0009376,0
38.825788,80.412874,0.0107527,0.275258,0.611255,0.0152441,0.121487,0.008558,0.0111975,1,0.158999,0.200529,0.646154,0.0113021,0
38.80572,81.622101,0.0107527,0.2689,0.611159,0.0035728,0.102618,0.0082835,0.0018662,1,0.153397,0.348512,0.646154,0.0045557,0
38.817383,85.427804,0.0107527,0.277661,0.611373,0.0275536,0.098032,0.0129525,0.0233281,1,0.155066,0.270552,0.646154,0.0009376,0
38.839579,85.470538,0.0107527,0.284562,0.611366,0.0067355,0.098388,0.0129525,0.000311,1,0.14553,0.270552,0.646154,0.0009376,0
38.923211,82.314713,0.0071685,0.274482,0.611139,0.0006923,0.117206,0.0149816,0.0006221,0.862875,0.150894,0.749524,0.815385,0.006017,0
38.920885,83.506116,0.0107527,0.27549,0.611233,0.0226469,0.0066424,0.0129525,0.0133748,1,0.153874,0.591078,0.646154,0.0009376,0
38.995568,86.498857,0.0107527,0.272156,0.611171,0.0040134,0.11783,0.0129525,0.0031104,1,0.140644,0.161816,0.646154,0.0009376,0
39.00302,81.060953,0.0107527,0.258975,0.611143,0.0005776,0.111651,0.0166896,0.0024883,1,0.152205,0.0977882,0.646154,0.0168894,0
39.022614,85.918919,0.0107527,0.275258,0.61117,0.0095244,0.108827,0.0129525,0.0124417,1,0.145292,0.312926,0.646154,0.0009376,0
39.091399,86.342279,0.0143369,0.275258,0.611172,0.011016,0.116717,0.0129525,0.007776,0.862875,0.140644,0.250042,0.646154,0.0009376,0
39.124039,86.552834,0.0107527,0.269287,0.611171,0.0049534,0.120261,0.0129525,0.0018662,0.862875,0.137664,0.223891,0.815385,0.0009376,0
39.138659,83.939637,0.0071685,0.279135,0.611242,0.0066538,0.0184164,0.0129525,0.0177294,1,0.151371,0.736403,0.646154,0.0009376,0
39.236539,79.867236,0.0107527,0.272699,0.611153,0.0030738,0.150673,0.008558,0.0027994,1,0.154112,0.431482,0.646154,0.0113021,0
39.244835,83.821186,0.0071685,0.277817,0.611251,0.0190217,0.0179837,0.0129525,0.0083981,1,0.147318,0.785713,0.646154,0.0009376,0
39.277695,84.247087,0.0071685,0.278204,0.611278,0.0118385,0.065007,0.0129525,0.0090202,1,0.1441,0.861496,0.646154,0.0009376,0
39.274787,85.555371,0.0107527,0.281228,0.611224,0.0073283,0.114318,0.0129525,0.0068429,1,0.140524,0.505609,0.646154,0.0009376,0
39.318835,82.443016,0.0071685,0.26983,0.611137,0.0024477,0.124968,0.0149816,0.000311,1,0.144815,0.826203,0.815385,0.006017,0
39.337876,80.24232,0.0107527,0.27487,0.611138,0.002373,0.140933,0.008558,0.0024883,1,0.15292,0.349538,0.646154,0.0113021,0
39.345148,84.417466,0.0071685,0.279677,0.611309,0.0118425,0.0865055,0.0129525,0.0024883,0.862875,0.139213,0.862154,0.646154,0.0009376,0
39.350734,84.860439,0.0071685,0.276964,0.611287,0.0210962,0.106361,0.0129525,0.007154,1,0.14112,0.69928,0.646154,0.0009376,0
39.403024,79.465735,0.0107527,0.27394,0.611145,0.0042119,0.154093,0.055794,0.0015552,1,0.150775,0.25375,0.646154,0.0369894,0
39.399848,83.977959,0.0071685,0.28084,0.611251,0.0124212,0.0541629,0.0129525,0.0052877,1,0.142789,0.933351,0.646154,0.0009376,0
39.389862,86.763561,0.0071685,0.267504,0.611221,0.0066824,0.124346,0.0129525,0.0161742,1,0.135399,0.30648,0.646154,0.0009376,0
39.43843,90.802393,0.0143369,0.289525,0.611305,0.0645227,0.157194,0.0214008,0.0261275,1,0.208462,0.0824908,0.646154,0.0003041,0
39.436782,91.518032,0.0107527,0.287741,0.611256,0.0281768,0.183503,0.0214008,0.0111975,1,0.224553,0.0221341,0.646154,0.0003041,0
39.474623,86.664809,0.0107527,0.271924,0.611201,0.0075116,0.123983,0.0129525,0.0055988,1,0.131824,0.388286,0.646154,0.0009376,0
39.576293,80.491431,0.0107527,0.264868,0.611138,0.0013458,0.131728,0.0108894,0.0009331,1,0.148033,0.211917,0.646154,0.0525852,0
39.543026,83.120595,0.0071685,0.275723,0.611189,0.0041449,0.101378,0.0066179,0.0083981,1,0.145411,0.903523,0.646154,0.0152483,0
